0.842	0.167829	0.16733
0.844	0.168648	0.168161
0.846	0.167999	0.16752
0.848	0.167365	0.166896
0.85	0.166739	0.166278
0.852	0.166151	0.165671
0.854	0.166963	0.166494
0.856	0.16632		0.16586
0.858	0.165692	0.165241
0.86	0.165073	0.164629
0.862	0.164516	0.164028
0.864	0.165319	0.164842
0.866	0.164682	0.164214
0.868	0.164061	0.163601
0.87	0.163447	0.162996
0.872	0.162871	0.162401
0.874	0.163666	0.163207
0.876	0.163036	0.162585
0.878	0.162421	0.161978
0.88	0.161813	0.161379
0.882	0.161266	0.160789
0.884	0.162053	0.161587
0.886	0.161429	0.160971
0.888	0.16082		0.16037
0.89	0.160218	0.159777
0.892	0.159654	0.159193
0.894	0.160433	0.159983
0.896	0.159815	0.159373
0.898	0.159212	0.158779
0.9	0.158616	0.158191
0.902	0.15808		0.157612
0.904	0.158851	0.158394
0.906	0.158239	0.157791
0.908	0.157642	0.157202
0.91	0.157052	0.15662
0.912	0.156499	0.156048
0.914	0.157262	0.156822
0.916	0.156656	0.156224
0.918	0.156065	0.155641
0.92	0.155481	0.155065
0.922	0.154958	0.154498
0.924	0.155713	0.155264
0.926	0.155113	0.154672
0.928	0.154528	0.154095
0.93	0.153949	0.153524
0.932	0.153408	0.152963
0.934	0.154156	0.153722
0.936	0.153562	0.153136
0.938	0.152982	0.152564
0.94	0.15241		0.151999
0.942	0.151894	0.151443
0.944	0.152635	0.152194
0.946	0.152046	0.151614
0.948	0.151472	0.151048
0.95	0.150905	0.150489
0.952	0.150372	0.149939
0.954	0.151105	0.150683
0.956	0.150523	0.150108
0.958	0.149955	0.149548
0.96	0.149393	0.148994
0.962	0.14889		0.148449
0.964	0.149615	0.149185
0.966	0.149039	0.148616
0.968	0.148476	0.148061
0.97	0.14792		0.147513
0.972	0.147398	0.146974
0.974	0.148117	0.147702
0.976	0.147546	0.147139
0.978	0.146989	0.14659
0.98	0.146439	0.146047
0.982	0.145946	0.145512
0.984	0.146658	0.146234
0.986	0.146092	0.145676
0.988	0.145541	0.145132
0.99	0.144996	0.144595
0.992	0.144483	0.144066
0.994	0.145188	0.144781
0.996	0.144628	0.144228
0.998	0.144082	0.14369
1	0.143543	0.143158
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
